00400000	MZ	"MZ"	char[2]
00aa5644	afii57666	"afii57666"	ds
00aa5650	afii57665	"afii57665"	ds
00aa565c	afii57664	"afii57664"	ds
00aa5668	afii57658	"afii57658"	ds
00aa5674	afii57645	"afii57645"	ds
00aa5680	afii57636	"afii57636"	ds
00aa568c	afii57534	"afii57534"	ds
00aa5698	afii57519	"afii57519"	ds
00aa56a4	afii57514	"afii57514"	ds
00aa56b0	afii57513	"afii57513"	ds
00aa56bc	afii57512	"afii57512"	ds
00aa56c8	afii57511	"afii57511"	ds
00aa56d4	afii57509	"afii57509"	ds
00aa56e0	afii57508	"afii57508"	ds
00aa56ec	afii57507	"afii57507"	ds
00aa56f8	afii57506	"afii57506"	ds
00aa5704	afii57505	"afii57505"	ds
00aa5710	afii57470	"afii57470"	ds
00aa571c	afii57458	"afii57458"	ds
00aa5728	afii57457	"afii57457"	ds
00aa5734	afii57456	"afii57456"	ds
00aa5740	afii57455	"afii57455"	ds
00aa574c	afii57454	"afii57454"	ds
00aa5758	afii57453	"afii57453"	ds
00aa5764	afii57452	"afii57452"	ds
00aa5770	afii57451	"afii57451"	ds
00aa577c	afii57450	"afii57450"	ds
00aa5788	afii57449	"afii57449"	ds
00aa5794	afii57448	"afii57448"	ds
00aa57a0	afii57446	"afii57446"	ds
00aa57ac	afii57445	"afii57445"	ds
00aa57b8	afii57444	"afii57444"	ds
00aa57c4	afii57443	"afii57443"	ds
00aa57d0	afii57442	"afii57442"	ds
00aa57dc	afii57441	"afii57441"	ds
00aa57e8	afii57440	"afii57440"	ds
00aa57f4	afii57434	"afii57434"	ds
00aa5800	afii57433	"afii57433"	ds
00aa580c	afii57432	"afii57432"	ds
00aa5818	afii57431	"afii57431"	ds
00aa5824	afii57430	"afii57430"	ds
00aa5830	afii57429	"afii57429"	ds
00aa583c	afii57428	"afii57428"	ds
00aa5848	afii57427	"afii57427"	ds
00aa5854	afii57426	"afii57426"	ds
00aa5860	afii57425	"afii57425"	ds
00aa586c	afii57424	"afii57424"	ds
00aa5878	afii57423	"afii57423"	ds
00aa5884	afii57422	"afii57422"	ds
00aa5890	afii57421	"afii57421"	ds
00aa589c	afii57420	"afii57420"	ds
00aa58a8	afii57419	"afii57419"	ds
00aa58b4	afii57418	"afii57418"	ds
00aa58c0	afii57417	"afii57417"	ds
00aa58cc	afii57416	"afii57416"	ds
00aa58d8	afii57415	"afii57415"	ds
00aa58e4	afii57414	"afii57414"	ds
00aa58f0	afii57413	"afii57413"	ds
00aa58fc	afii57412	"afii57412"	ds
00aa5908	afii57411	"afii57411"	ds
00aa5914	afii57410	"afii57410"	ds
00aa5920	afii57409	"afii57409"	ds
00aa592c	afii57407	"afii57407"	ds
00aa5938	afii57403	"afii57403"	ds
00aa5944	afii57401	"afii57401"	ds
00aa5950	afii57400	"afii57400"	ds
00aa595c	afii57399	"afii57399"	ds
00aa5968	afii57398	"afii57398"	ds
00aa5974	afii57397	"afii57397"	ds
00aa5980	afii57396	"afii57396"	ds
00aa598c	afii57395	"afii57395"	ds
00aa5998	afii57394	"afii57394"	ds
00aa59a4	afii57393	"afii57393"	ds
00aa59b0	afii57392	"afii57392"	ds
00aa59bc	afii57388	"afii57388"	ds
00aa59c8	afii57381	"afii57381"	ds
00aa59d4	afii301	"afii301"	ds
00aa59dc	afii300	"afii300"	ds
00aa59e4	afii299	"afii299"	ds
00aa59ec	afii10846	"afii10846"	ds
00aa59f8	afii10832	"afii10832"	ds
00aa5a04	afii10831	"afii10831"	ds
00aa5a10	afii10196	"afii10196"	ds
00aa5a1c	afii10195	"afii10195"	ds
00aa5a28	afii10194	"afii10194"	ds
00aa5a34	afii10193	"afii10193"	ds
00aa5a40	afii10192	"afii10192"	ds
00aa5a4c	afii10148	"afii10148"	ds
00aa5a58	afii10147	"afii10147"	ds
00aa5a64	afii10146	"afii10146"	ds
00aa5a70	afii10145	"afii10145"	ds
00aa5a7c	afii10110	"afii10110"	ds
00aa5a88	afii10109	"afii10109"	ds
00aa5a94	afii10108	"afii10108"	ds
00aa5aa0	afii10107	"afii10107"	ds
00aa5aac	afii10106	"afii10106"	ds
00aa5ab8	afii10105	"afii10105"	ds
00aa5ac4	afii10104	"afii10104"	ds
00aa5ad0	afii10103	"afii10103"	ds
00aa5adc	afii10102	"afii10102"	ds
00aa5ae8	afii10101	"afii10101"	ds
00aa5af4	afii10100	"afii10100"	ds
00aa5b00	afii10099	"afii10099"	ds
00aa5b0c	afii10098	"afii10098"	ds
00aa5b18	afii10097	"afii10097"	ds
00aa5b24	afii10096	"afii10096"	ds
00aa5b30	afii10095	"afii10095"	ds
00aa5b3c	afii10094	"afii10094"	ds
00aa5b48	afii10093	"afii10093"	ds
00aa5b54	afii10092	"afii10092"	ds
00aa5b60	afii10091	"afii10091"	ds
00aa5b6c	afii10090	"afii10090"	ds
00aa5b78	afii10089	"afii10089"	ds
00aa5b84	afii10088	"afii10088"	ds
00aa5b90	afii10087	"afii10087"	ds
00aa5b9c	afii10086	"afii10086"	ds
00aa5ba8	afii10085	"afii10085"	ds
00aa5bb4	afii10084	"afii10084"	ds
00aa5bc0	afii10083	"afii10083"	ds
00aa5bcc	afii10082	"afii10082"	ds
00aa5bd8	afii10081	"afii10081"	ds
00aa5be4	afii10080	"afii10080"	ds
00aa5bf0	afii10079	"afii10079"	ds
00aa5bfc	afii10078	"afii10078"	ds
00aa5c08	afii10077	"afii10077"	ds
00aa5c14	afii10076	"afii10076"	ds
00aa5c20	afii10075	"afii10075"	ds
00aa5c2c	afii10074	"afii10074"	ds
00aa5c38	afii10073	"afii10073"	ds
00aa5c44	afii10072	"afii10072"	ds
00aa5c50	afii10071	"afii10071"	ds
00aa5c5c	afii10070	"afii10070"	ds
00aa5c68	afii10069	"afii10069"	ds
00aa5c74	afii10068	"afii10068"	ds
00aa5c80	afii10067	"afii10067"	ds
00aa5c8c	afii10066	"afii10066"	ds
00aa5c98	afii10065	"afii10065"	ds
00aa5ca4	afii10064	"afii10064"	ds
00aa5cb0	afii10063	"afii10063"	ds
00aa5cbc	afii10062	"afii10062"	ds
00aa5cc8	afii10061	"afii10061"	ds
00aa5cd4	afii10060	"afii10060"	ds
00aa5ce0	afii10059	"afii10059"	ds
00aa5cec	afii10058	"afii10058"	ds
00aa5cf8	afii10057	"afii10057"	ds
00aa5d04	afii10056	"afii10056"	ds
00aa5d10	afii10055	"afii10055"	ds
00aa5d1c	afii10054	"afii10054"	ds
00aa5d28	afii10053	"afii10053"	ds
00aa5d34	afii10052	"afii10052"	ds
00aa5d40	afii10051	"afii10051"	ds
00aa5d4c	afii10050	"afii10050"	ds
00aa5d58	afii10049	"afii10049"	ds
00aa5d64	afii10048	"afii10048"	ds
00aa5d70	afii10047	"afii10047"	ds
00aa5d7c	afii10046	"afii10046"	ds
00aa5d88	afii10045	"afii10045"	ds
00aa5d94	afii10044	"afii10044"	ds
00aa5da0	afii10043	"afii10043"	ds
00aa5dac	afii10042	"afii10042"	ds
00aa5db8	afii10041	"afii10041"	ds
00aa5dc4	afii10040	"afii10040"	ds
00aa5dd0	afii10039	"afii10039"	ds
00aa5ddc	afii10038	"afii10038"	ds
00aa5de8	afii10037	"afii10037"	ds
00aa5df4	afii10036	"afii10036"	ds
00aa5e00	afii10035	"afii10035"	ds
00aa5e0c	afii10034	"afii10034"	ds
00aa5e18	afii10033	"afii10033"	ds
00aa5e24	afii10032	"afii10032"	ds
00aa5e30	afii10031	"afii10031"	ds
00aa5e3c	afii10030	"afii10030"	ds
00aa5e48	afii10029	"afii10029"	ds
00aa5e54	afii10028	"afii10028"	ds
00aa5e60	afii10027	"afii10027"	ds
00aa5e6c	afii10026	"afii10026"	ds
00aa5e78	afii10025	"afii10025"	ds
00aa5e84	afii10024	"afii10024"	ds
00aa5e90	afii10023	"afii10023"	ds
00aa5e9c	afii10022	"afii10022"	ds
00aa5ea8	afii10021	"afii10021"	ds
00aa5eb4	afii10020	"afii10020"	ds
00aa5ec0	afii10019	"afii10019"	ds
00aa5ecc	afii10018	"afii10018"	ds
00aa5ed8	afii10017	"afii10017"	ds
00aa5ee4	afii00208	"afii00208"	ds
00aa5ef0	aeacute	"aeacute"	ds
00aa5ef8	acutecomb	"acutecomb"	ds
00aa5f04	abreve	"abreve"	ds
00aa5f14	Zdotaccent	"Zdotaccent"	ds
00aa5f20	Zacute	"Zacute"	ds
00aa5f28	Ygrave	"Ygrave"	ds
00aa5f30	Ycircumflex	"Ycircumflex"	ds
00aa5f40	Wgrave	"Wgrave"	ds
00aa5f48	Wdieresis	"Wdieresis"	ds
00aa5f54	Wcircumflex	"Wcircumflex"	ds
00aa5f60	Wacute	"Wacute"	ds
00aa5f68	Utilde	"Utilde"	ds
00aa5f70	Uring	"Uring"	ds
00aa5f78	Upsilontonos	"Upsilontonos"	ds
00aa5f88	Upsilondieresis	"Upsilondieresis"	ds
00aa5f98	Upsilon1	"Upsilon1"	ds
00aa5fa4	Upsilon	"Upsilon"	ds
00aa5fac	Uogonek	"Uogonek"	ds
00aa5fb4	Umacron	"Umacron"	ds
00aa5fbc	Uhungarumlaut	"Uhungarumlaut"	ds
00aa5fcc	Uhorn	"Uhorn"	ds
00aa5fd4	Ubreve	"Ubreve"	ds
00aa5fdc	Uacutesmall	"Uacutesmall"	ds
00aa5fe8	Theta	"Theta"	ds
00aa5ff0	Tcommaaccent	"Tcommaaccent"	ds
00aa6000	Tcaron	"Tcaron"	ds
00aa6014	Sigma	"Sigma"	ds
00aa601c	Scommaaccent	"Scommaaccent"	ds
00aa602c	Scircumflex	"Scircumflex"	ds
00aa6038	Sacute	"Sacute"	ds
00aa6040	SF540000	"SF540000"	ds
00aa604c	SF530000	"SF530000"	ds
00aa6058	SF520000	"SF520000"	ds
00aa6064	SF510000	"SF510000"	ds
00aa6070	SF500000	"SF500000"	ds
00aa607c	SF490000	"SF490000"	ds
00aa6088	SF480000	"SF480000"	ds
00aa6094	SF470000	"SF470000"	ds
00aa60a0	SF460000	"SF460000"	ds
00aa60ac	SF450000	"SF450000"	ds
00aa60b8	SF440000	"SF440000"	ds
00aa60c4	SF430000	"SF430000"	ds
00aa60d0	SF420000	"SF420000"	ds
00aa60dc	SF410000	"SF410000"	ds
00aa60e8	SF400000	"SF400000"	ds
00aa60f4	SF390000	"SF390000"	ds
00aa6100	SF380000	"SF380000"	ds
00aa610c	SF370000	"SF370000"	ds
00aa6118	SF360000	"SF360000"	ds
00aa6124	SF280000	"SF280000"	ds
00aa6130	SF270000	"SF270000"	ds
00aa613c	SF260000	"SF260000"	ds
00aa6148	SF250000	"SF250000"	ds
00aa6154	SF240000	"SF240000"	ds
00aa6160	SF230000	"SF230000"	ds
00aa616c	SF220000	"SF220000"	ds
00aa6178	SF210000	"SF210000"	ds
00aa6184	SF200000	"SF200000"	ds
00aa6190	SF190000	"SF190000"	ds
00aa619c	SF110000	"SF110000"	ds
00aa61a8	SF100000	"SF100000"	ds
00aa61b4	SF090000	"SF090000"	ds
00aa61c0	SF080000	"SF080000"	ds
00aa61cc	SF070000	"SF070000"	ds
00aa61d8	SF060000	"SF060000"	ds
00aa61e4	SF050000	"SF050000"	ds
00aa61f0	SF040000	"SF040000"	ds
00aa61fc	SF030000	"SF030000"	ds
00aa6208	SF020000	"SF020000"	ds
00aa6214	SF010000	"SF010000"	ds
00aa6224	Rfraktur	"Rfraktur"	ds
00aa6230	Rcommaaccent	"Rcommaaccent"	ds
00aa6240	Rcaron	"Rcaron"	ds
00aa6248	Racute	"Racute"	ds
00aa6258	Oslashacute	"Oslashacute"	ds
00aa6264	Omicrontonos	"Omicrontonos"	ds
00aa6274	Omicron	"Omicron"	ds
00aa627c	Omegatonos	"Omegatonos"	ds
00aa6288	Omacron	"Omacron"	ds
00aa6290	Ohungarumlaut	"Ohungarumlaut"	ds
00aa62a0	Ohorn	"Ohorn"	ds
00aa62a8	Obreve	"Obreve"	ds
00aa62b4	Ncommaaccent	"Ncommaaccent"	ds
00aa62c4	Ncaron	"Ncaron"	ds
00aa62cc	Nacute	"Nacute"	ds
00aa62d8	Macron	"Macron"	ds
00aa62e8	Lcommaaccent	"Lcommaaccent"	ds
00aa62f8	Lcaron	"Lcaron"	ds
00aa6300	Lambda	"Lambda"	ds
00aa6308	Lacute	"Lacute"	ds
00aa6314	Kcommaaccent	"Kcommaaccent"	ds
00aa6324	Kappa	"Kappa"	ds
00aa632c	Jcircumflex	"Jcircumflex"	ds
00aa6338	Itilde	"Itilde"	ds
00aa6340	Iotatonos	"Iotatonos"	ds
00aa634c	Iotadieresis	"Iotadieresis"	ds
00aa6364	Iogonek	"Iogonek"	ds
00aa636c	Imacron	"Imacron"	ds
00aa6374	Ifraktur	"Ifraktur"	ds
00aa6380	Idotaccent	"Idotaccent"	ds
00aa638c	Ibreve	"Ibreve"	ds
00aa6398	Hungarumlaut	"Hungarumlaut"	ds
00aa63a8	Hcircumflex	"Hcircumflex"	ds
00aa63bc	H22073	"H22073"	ds
00aa63c4	H18551	"H18551"	ds
00aa63cc	H18543	"H18543"	ds
00aa63d4	H18533	"H18533"	ds
00aa63dc	Grave	"Grave"	ds
00aa63e4	Gdotaccent	"Gdotaccent"	ds
00aa63f0	Gcommaaccent	"Gcommaaccent"	ds
00aa6400	Gcircumflex	"Gcircumflex"	ds
00aa640c	Gcaron	"Gcaron"	ds
00aa641c	Etatonos	"Etatonos"	ds
00aa642c	Epsilontonos	"Epsilontonos"	ds
00aa643c	Epsilon	"Epsilon"	ds
00aa6444	Eogonek	"Eogonek"	ds
00aa6450	Emacron	"Emacron"	ds
00aa6458	Edotaccent	"Edotaccent"	ds
00aa6464	Ecaron	"Ecaron"	ds
00aa646c	Ebreve	"Ebreve"	ds
00aa6474	DieresisGrave	"DieresisGrave"	ds
00aa6484	DieresisAcute	"DieresisAcute"	ds
00aa6494	Dieresis	"Dieresis"	ds
00aa64a0	Dcroat	"Dcroat"	ds
00aa64a8	Dcaron	"Dcaron"	ds
00aa64b4	Cdotaccent	"Cdotaccent"	ds
00aa64c0	Ccircumflex	"Ccircumflex"	ds
00aa64cc	Caron	"Caron"	ds
00aa64dc	Aringacute	"Aringacute"	ds
00aa64e8	Aogonek	"Aogonek"	ds
00aa64f0	Amacron	"Amacron"	ds
00aa64f8	Alphatonos	"Alphatonos"	ds
00aa6504	Acute	"Acute"	ds
00aa650c	Abreve	"Abreve"	ds
00aa6514	AEacute	"AEacute"	ds
00aa651c	Semibold	"Semibold"	ds
00aa6528	Roman	"Roman"	ds
00aa6530	Medium	"Medium"	ds
00aa6538	Light	"Light"	ds
00aa6548	Black	"Black"	ds
00aa6550	001.003	"001.003"	ds
00aa6558	001.002	"001.002"	ds
00aa6560	001.001	"001.001"	ds
00aa6568	001.000	"001.000"	ds
00aa6570	Ydieresissmall	"Ydieresissmall"	ds
00aa6580	Thornsmall	"Thornsmall"	ds
00aa658c	Yacutesmall	"Yacutesmall"	ds
00aa6598	Udieresissmall	"Udieresissmall"	ds
00aa65a8	Ucircumflexsmall	"Ucircumflexsmall"	ds
00aa65bc	Uacautesmall	"Uacautesmall"	ds
00aa65cc	Ugravesmall	"Ugravesmall"	ds
00aa65d8	Oslashsmall	"Oslashsmall"	ds
00aa65e4	OEsmall	"OEsmall"	ds
00aa65ec	Odieresissmall	"Odieresissmall"	ds
00aa65fc	Otildesmall	"Otildesmall"	ds
00aa6608	Ocircumflexsmall	"Ocircumflexsmall"	ds
00aa661c	Oacutesmall	"Oacutesmall"	ds
00aa6628	Ogravesmall	"Ogravesmall"	ds
00aa6634	Ntildesmall	"Ntildesmall"	ds
00aa6640	Ethsmall	"Ethsmall"	ds
00aa664c	Idieresissmall	"Idieresissmall"	ds
00aa665c	Icircumflexsmall	"Icircumflexsmall"	ds
00aa6670	Iacutesmall	"Iacutesmall"	ds
00aa667c	Igravesmall	"Igravesmall"	ds
00aa6688	Edieresissmall	"Edieresissmall"	ds
00aa6698	Ecircumflexsmall	"Ecircumflexsmall"	ds
00aa66ac	Eacutesmall	"Eacutesmall"	ds
00aa66b8	Egravesmall	"Egravesmall"	ds
00aa66c4	Ccedillasmall	"Ccedillasmall"	ds
00aa66d4	AEsmall	"AEsmall"	ds
00aa66dc	Aringsmall	"Aringsmall"	ds
00aa66e8	Adieresissmall	"Adieresissmall"	ds
00aa66f8	Atildesmall	"Atildesmall"	ds
00aa6704	Acircumflexsmall	"Acircumflexsmall"	ds
00aa6718	Aacutesmall	"Aacutesmall"	ds
00aa6724	Agravesmall	"Agravesmall"	ds
00aa6730	commainferior	"commainferior"	ds
00aa6740	periodinferior	"periodinferior"	ds
00aa6750	dollarinferior	"dollarinferior"	ds
00aa6760	centinferior	"centinferior"	ds
00aa6770	nineinferior	"nineinferior"	ds
00aa6780	eightinferior	"eightinferior"	ds
00aa6790	seveninferior	"seveninferior"	ds
00aa67a0	sixinferior	"sixinferior"	ds
00aa67ac	fiveinferior	"fiveinferior"	ds
00aa67bc	fourinferior	"fourinferior"	ds
00aa67cc	threeinferior	"threeinferior"	ds
00aa67dc	twoinferior	"twoinferior"	ds
00aa67e8	oneinferior	"oneinferior"	ds
00aa67f4	zeroinferior	"zeroinferior"	ds
00aa6804	ninesuperior	"ninesuperior"	ds
00aa6814	eightsuperior	"eightsuperior"	ds
00aa6824	sevensuperior	"sevensuperior"	ds
00aa6834	sixsuperior	"sixsuperior"	ds
00aa6840	fivesuperior	"fivesuperior"	ds
00aa6850	foursuperior	"foursuperior"	ds
00aa6860	zerosuperior	"zerosuperior"	ds
00aa6870	twothirds	"twothirds"	ds
00aa687c	onethird	"onethird"	ds
00aa6888	seveneighths	"seveneighths"	ds
00aa6898	fiveeighths	"fiveeighths"	ds
00aa68a4	threeeighths	"threeeighths"	ds
00aa68b4	oneeighth	"oneeighth"	ds
00aa68c0	questiondownsmall	"questiondownsmall"	ds
00aa68d4	Cedillasmall	"Cedillasmall"	ds
00aa68e4	Ringsmall	"Ringsmall"	ds
00aa68f0	Ogoneksmall	"Ogoneksmall"	ds
00aa68fc	hypheninferior	"hypheninferior"	ds
00aa690c	figuredash	"figuredash"	ds
00aa6918	Macronsmall	"Macronsmall"	ds
00aa6924	Dotaccentsmall	"Dotaccentsmall"	ds
00aa6934	Caronsmall	"Caronsmall"	ds
00aa6940	Brevesmall	"Brevesmall"	ds
00aa694c	Dieresissmall	"Dieresissmall"	ds
00aa695c	Zcaronsmall	"Zcaronsmall"	ds
00aa6968	Scaronsmall	"Scaronsmall"	ds
00aa6974	Lslashsmall	"Lslashsmall"	ds
00aa6980	centoldstyle	"centoldstyle"	ds
00aa6990	exclamdownsmall	"exclamdownsmall"	ds
00aa69a0	Tildesmall	"Tildesmall"	ds
00aa69ac	rupiah	"rupiah"	ds
00aa69b4	onefitted	"onefitted"	ds
00aa69c0	colonmonetary	"colonmonetary"	ds
00aa69d0	Zsmall	"Zsmall"	ds
00aa69d8	Ysmall	"Ysmall"	ds
00aa69e0	Xsmall	"Xsmall"	ds
00aa69e8	Wsmall	"Wsmall"	ds
00aa69f0	Vsmall	"Vsmall"	ds
00aa69f8	Usmall	"Usmall"	ds
00aa6a00	Tsmall	"Tsmall"	ds
00aa6a08	Ssmall	"Ssmall"	ds
00aa6a10	Rsmall	"Rsmall"	ds
00aa6a18	Qsmall	"Qsmall"	ds
00aa6a20	Psmall	"Psmall"	ds
00aa6a28	Osmall	"Osmall"	ds
00aa6a30	Nsmall	"Nsmall"	ds
00aa6a38	Msmall	"Msmall"	ds
00aa6a40	Lsmall	"Lsmall"	ds
00aa6a48	Ksmall	"Ksmall"	ds
00aa6a50	Jsmall	"Jsmall"	ds
00aa6a58	Ismall	"Ismall"	ds
00aa6a60	Hsmall	"Hsmall"	ds
00aa6a68	Gsmall	"Gsmall"	ds
00aa6a70	Fsmall	"Fsmall"	ds
00aa6a78	Esmall	"Esmall"	ds
00aa6a80	Dsmall	"Dsmall"	ds
00aa6a88	Csmall	"Csmall"	ds
00aa6a90	Bsmall	"Bsmall"	ds
00aa6a98	Asmall	"Asmall"	ds
00aa6aa0	Gravesmall	"Gravesmall"	ds
00aa6aac	hyphensuperior	"hyphensuperior"	ds
00aa6abc	Circumflexsmall	"Circumflexsmall"	ds
00aa6acc	parenrightinferior	"parenrightinferior"	ds
00aa6ae0	parenleftinferior	"parenleftinferior"	ds
00aa6b00	tsuperior	"tsuperior"	ds
00aa6b0c	ssuperior	"ssuperior"	ds
00aa6b18	rsuperior	"rsuperior"	ds
00aa6b24	osuperior	"osuperior"	ds
00aa6b30	nsuperior	"nsuperior"	ds
00aa6b3c	msuperior	"msuperior"	ds
00aa6b48	lsuperior	"lsuperior"	ds
00aa6b54	isuperior	"isuperior"	ds
00aa6b60	esuperior	"esuperior"	ds
00aa6b6c	dsuperior	"dsuperior"	ds
00aa6b78	centsuperior	"centsuperior"	ds
00aa6b88	bsuperior	"bsuperior"	ds
00aa6b94	asuperior	"asuperior"	ds
00aa6ba0	questionsmall	"questionsmall"	ds
00aa6bb0	periodsuperior	"periodsuperior"	ds
00aa6bc0	threequartersemdash	"threequartersemdash"	ds
00aa6bd4	commasuperior	"commasuperior"	ds
00aa6be4	nineoldstyle	"nineoldstyle"	ds
00aa6bf4	eightoldstyle	"eightoldstyle"	ds
00aa6c04	sevenoldstyle	"sevenoldstyle"	ds
00aa6c14	sixoldstyle	"sixoldstyle"	ds
00aa6c20	fiveoldstyle	"fiveoldstyle"	ds
00aa6c30	fouroldstyle	"fouroldstyle"	ds
00aa6c40	threeoldstyle	"threeoldstyle"	ds
00aa6c50	twooldstyle	"twooldstyle"	ds
00aa6c5c	oneoldstyle	"oneoldstyle"	ds
00aa6c68	zerooldstyle	"zerooldstyle"	ds
00aa6c78	onedotenleader	"onedotenleader"	ds
00aa6c88	twodotenleader	"twodotenleader"	ds
00aa6c98	parenrightsuperior	"parenrightsuperior"	ds
00aa6cac	parenleftsuperior	"parenleftsuperior"	ds
00aa6cc0	Acutesmall	"Acutesmall"	ds
00aa6ccc	ampersandsmall	"ampersandsmall"	ds
00aa6cdc	dollarsuperior	"dollarsuperior"	ds
00aa6cec	dollaroldstyle	"dollaroldstyle"	ds
00aa6cfc	Hungarumlautsmall	"Hungarumlautsmall"	ds
00aa6d10	exclamsmall	"exclamsmall"	ds
00aa6d1c	zcaron	"zcaron"	ds
00aa6d24	ydieresis	"ydieresis"	ds
00aa6d30	yacute	"yacute"	ds
00aa6d38	ugrave	"ugrave"	ds
00aa6d40	udieresis	"udieresis"	ds
00aa6d4c	ucircumflex	"ucircumflex"	ds
00aa6d58	uacute	"uacute"	ds
00aa6d60	scaron	"scaron"	ds
00aa6d68	otilde	"otilde"	ds
00aa6d70	ograve	"ograve"	ds
00aa6d78	odieresis	"odieresis"	ds
00aa6d84	ocircumflex	"ocircumflex"	ds
00aa6d90	oacute	"oacute"	ds
00aa6d98	ntilde	"ntilde"	ds
00aa6da0	igrave	"igrave"	ds
00aa6da8	idieresis	"idieresis"	ds
00aa6db4	icircumflex	"icircumflex"	ds
00aa6dc0	iacute	"iacute"	ds
00aa6dc8	egrave	"egrave"	ds
00aa6dd0	edieresis	"edieresis"	ds
00aa6ddc	ecircumflex	"ecircumflex"	ds
00aa6de8	eacute	"eacute"	ds
00aa6df0	ccedilla	"ccedilla"	ds
00aa6dfc	atilde	"atilde"	ds
00aa6e04	aring	"aring"	ds
00aa6e0c	agrave	"agrave"	ds
00aa6e14	adieresis	"adieresis"	ds
00aa6e20	acircumflex	"acircumflex"	ds
00aa6e2c	aacute	"aacute"	ds
00aa6e34	Zcaron	"Zcaron"	ds
00aa6e3c	Ydieresis	"Ydieresis"	ds
00aa6e48	Yacute	"Yacute"	ds
00aa6e50	Ugrave	"Ugrave"	ds
00aa6e58	Udieresis	"Udieresis"	ds
00aa6e64	Ucircumflex	"Ucircumflex"	ds
00aa6e70	Uacute	"Uacute"	ds
00aa6e78	Scaron	"Scaron"	ds
00aa6e80	Otilde	"Otilde"	ds
00aa6e88	Ograve	"Ograve"	ds
00aa6e90	Odieresis	"Odieresis"	ds
00aa6e9c	Ocircumflex	"Ocircumflex"	ds
00aa6ea8	Oacute	"Oacute"	ds
00aa6eb0	Ntilde	"Ntilde"	ds
00aa6eb8	Igrave	"Igrave"	ds
00aa6ec0	Idieresis	"Idieresis"	ds
00aa6ecc	Icircumflex	"Icircumflex"	ds
00aa6ed8	Iacute	"Iacute"	ds
00aa6ee0	Egrave	"Egrave"	ds
00aa6ee8	Edieresis	"Edieresis"	ds
00aa6ef4	Ecircumflex	"Ecircumflex"	ds
00aa6f00	Eacute	"Eacute"	ds
00aa6f08	Ccedilla	"Ccedilla"	ds
00aa6f14	Atilde	"Atilde"	ds
00aa6f1c	Aring	"Aring"	ds
00aa6f24	Agrave	"Agrave"	ds
00aa6f2c	Adieresis	"Adieresis"	ds
00aa6f38	Acircumflex	"Acircumflex"	ds
00aa6f44	Aacute	"Aacute"	ds
00aa6f4c	copyright	"copyright"	ds
00aa6f58	threesuperior	"threesuperior"	ds
00aa6f68	multiply	"multiply"	ds
00aa6f78	minus	"minus"	ds
00aa6f80	registered	"registered"	ds
00aa6f8c	twosuperior	"twosuperior"	ds
00aa6f98	threequarters	"threequarters"	ds
00aa6fa8	thorn	"thorn"	ds
00aa6fb0	degree	"degree"	ds
00aa6fb8	brokenbar	"brokenbar"	ds
00aa6fc4	divide	"divide"	ds
00aa6fcc	onequarter	"onequarter"	ds
00aa6fd8	Thorn	"Thorn"	ds
00aa6fe0	plusminus	"plusminus"	ds
00aa6fec	onehalf	"onehalf"	ds
00aa6ff8	trademark	"trademark"	ds
00aa7008	logicalnot	"logicalnot"	ds
00aa7014	onesuperior	"onesuperior"	ds
00aa7020	germandbls	"germandbls"	ds
00aa7030	oslash	"oslash"	ds
00aa7038	Islash	"Islash"	ds
00aa7040	dotlessi	"dotlessi"	ds
00aa7050	ordmasculine	"ordmasculine"	ds
00aa7064	Oslash	"Oslash"	ds
00aa706c	Lslash	"Lslash"	ds
00aa7074	ordfeminine	"ordfeminine"	ds
00aa7084	emdash	"emdash"	ds
00aa708c	caron	"caron"	ds
00aa7094	ogonek	"ogonek"	ds
00aa709c	hungarumlaut	"hungarumlaut"	ds
00aa70ac	cedilla	"cedilla"	ds
00aa70bc	dieresis	"dieresis"	ds
00aa70c8	dotaccent	"dotaccent"	ds
00aa70d4	breve	"breve"	ds
00aa70dc	macron	"macron"	ds
00aa70e4	tilde	"tilde"	ds
00aa70ec	circumflex	"circumflex"	ds
00aa70f8	acute	"acute"	ds
00aa7100	grave	"grave"	ds
00aa7108	questiondown	"questiondown"	ds
00aa7118	perthousand	"perthousand"	ds
00aa7124	ellipsis	"ellipsis"	ds
00aa7130	guillemotright	"guillemotright"	ds
00aa7140	quotedblright	"quotedblright"	ds
00aa7150	quotedblbase	"quotedblbase"	ds
00aa7160	quotesinglbase	"quotesinglbase"	ds
00aa7170	bullet	"bullet"	ds
00aa7178	paragraph	"paragraph"	ds
00aa7184	periodcenter	"periodcenter"	ds
00aa7194	daggerdbl	"daggerdbl"	ds
00aa71a0	dagger	"dagger"	ds
00aa71a8	endash	"endash"	ds
00aa71b8	guilsinglright	"guilsinglright"	ds
00aa71c8	guilsinglleft	"guilsinglleft"	ds
00aa71d8	guillemotleft	"guillemotleft"	ds
00aa71e8	quotedblleft	"quotedblleft"	ds
00aa71f8	quotesingle	"quotesingle"	ds
00aa7204	currency	"currency"	ds
00aa7210	florin	"florin"	ds
00aa721c	fraction	"fraction"	ds
00aa7228	sterling	"sterling"	ds
00aa723c	exclamdown	"exclamdown"	ds
00aa7248	asciitilde	"asciitilde"	ds
00aa7254	braceright	"braceright"	ds
00aa7260	braceleft	"braceleft"	ds
00aa7294	quoteleft	"quoteleft"	ds
